,player,index,minutes,total_mins
864,player1,1,37.2,226.79999999999998
865,player2,2,31.4,226.79999999999998
866,player3,3,31.4,226.79999999999998
867,player4,4,30.9,226.79999999999998
868,player5,5,26.4,226.79999999999998
869,player6,6,25.1,226.79999999999998
870,player7,7,23.0,226.79999999999998
871,player8,8,21.4,226.79999999999998
872,player1,1,37.0,219.8
873,player2,2,34.6,219.8
874,player3,3,28.5,219.8
875,player4,4,24.3,219.8
876,player5,5,24.2,219.8
877,player6,6,24.0,219.8
878,player7,7,23.9,219.8
879,player8,8,23.3,219.8
880,player1,1,31.0,213.5
881,player2,2,30.5,213.5
882,player3,3,30.0,213.5
883,player4,4,27.9,213.5
884,player5,5,26.9,213.5
885,player6,6,25.0,213.5
886,player7,7,24.0,213.5
887,player8,8,18.2,213.5
888,player1,1,34.7,213.1
889,player2,2,34.7,213.1
890,player3,3,32.4,213.1
891,player4,4,26.7,213.1
892,player5,5,24.5,213.1
893,player6,6,23.3,213.1
894,player7,7,19.9,213.1
895,player8,8,16.9,213.1
896,player1,1,35.4,223.5
897,player2,2,34.8,223.5
898,player3,3,34.1,223.5
899,player4,4,32.6,223.5
900,player5,5,24.6,223.5
901,player6,6,21.1,223.5
902,player7,7,21.1,223.5
903,player8,8,19.8,223.5
904,player1,1,35.2,231.0
905,player2,2,34.6,231.0
906,player3,3,34.0,231.0
907,player4,4,30.0,231.0
908,player5,5,27.2,231.0
909,player6,6,24.6,231.0
910,player7,7,24.0,231.0
911,player8,8,21.4,231.0
912,player1,1,33.8,207.6
913,player2,2,30.3,207.6
914,player3,3,26.6,207.6
915,player4,4,25.9,207.6
916,player5,5,25.1,207.6
917,player6,6,23.0,207.6
918,player7,7,22.7,207.6
919,player8,8,20.2,207.6
920,player1,1,28.0,202.20000000000002
921,player2,2,27.9,202.20000000000002
922,player3,3,27.8,202.20000000000002
923,player4,4,25.6,202.20000000000002
924,player5,5,25.3,202.20000000000002
925,player6,6,24.8,202.20000000000002
926,player7,7,22.1,202.20000000000002
927,player8,8,20.7,202.20000000000002
928,player1,1,32.9,221.3
929,player2,2,31.9,221.3
930,player3,3,31.4,221.3
931,player4,4,27.8,221.3
932,player5,5,27.3,221.3
933,player6,6,25.3,221.3
934,player7,7,23.2,221.3
935,player8,8,21.5,221.3
936,player1,1,34.5,232.89999999999998
937,player2,2,32.0,232.89999999999998
938,player3,3,30.8,232.89999999999998
939,player4,4,29.0,232.89999999999998
940,player5,5,28.2,232.89999999999998
941,player6,6,27.9,232.89999999999998
942,player7,7,25.7,232.89999999999998
943,player8,8,24.8,232.89999999999998
944,player1,1,41.1,224.6
945,player2,2,34.9,224.6
946,player3,3,28.0,224.6
947,player4,4,27.1,224.6
948,player5,5,26.7,224.6
949,player6,6,26.5,224.6
950,player7,7,20.8,224.6
951,player8,8,19.5,224.6
952,player1,1,40.3,234.7
953,player2,2,37.5,234.7
954,player3,3,36.4,234.7
955,player4,4,32.3,234.7
956,player5,5,31.1,234.7
957,player6,6,20.2,234.7
958,player7,7,18.6,234.7
959,player8,8,18.3,234.7
960,player1,1,39.5,220.2
961,player2,2,37.9,220.2
962,player3,3,33.1,220.2
963,player4,4,26.5,220.2
964,player5,5,24.2,220.2
965,player6,6,23.1,220.2
966,player7,7,20.4,220.2
967,player8,8,15.5,220.2
968,player1,1,38.4,212.89999999999998
969,player2,2,36.6,212.89999999999998
970,player3,3,30.6,212.89999999999998
971,player4,4,30.1,212.89999999999998
972,player5,5,21.8,212.89999999999998
973,player6,6,21.3,212.89999999999998
974,player7,7,17.1,212.89999999999998
975,player8,8,17.0,212.89999999999998
976,player1,1,39.3,223.89999999999998
977,player2,2,38.0,223.89999999999998
978,player3,3,31.4,223.89999999999998
979,player4,4,29.5,223.89999999999998
980,player5,5,27.0,223.89999999999998
981,player6,6,23.8,223.89999999999998
982,player7,7,17.9,223.89999999999998
983,player8,8,17.0,223.89999999999998
984,player1,1,38.7,213.0
985,player2,2,36.9,213.0
986,player3,3,33.2,213.0
987,player4,4,22.5,213.0
988,player5,5,21.9,213.0
989,player6,6,21.0,213.0
990,player7,7,19.9,213.0
991,player8,8,18.9,213.0
992,player1,1,40.3,240.70000000000002
993,player2,2,39.1,240.70000000000002
994,player3,3,31.5,240.70000000000002
995,player4,4,29.5,240.70000000000002
996,player5,5,29.0,240.70000000000002
997,player6,6,27.9,240.70000000000002
998,player7,7,24.8,240.70000000000002
999,player8,8,18.6,240.70000000000002
1000,player1,1,34.6,210.9
1001,player2,2,29.1,210.9
1002,player3,3,28.5,210.9
1003,player4,4,28.2,210.9
1004,player5,5,28.0,210.9
1005,player6,6,24.3,210.9
1006,player7,7,20.0,210.9
1007,player8,8,18.2,210.9
1008,player1,1,38.9,201.4
1009,player2,2,32.0,201.4
1010,player3,3,31.4,201.4
1011,player4,4,28.1,201.4
1012,player5,5,20.9,201.4
1013,player6,6,18.2,201.4
1014,player7,7,18.1,201.4
1015,player8,8,13.8,201.4
1016,player1,1,38.7,218.9
1017,player2,2,34.9,218.9
1018,player3,3,29.6,218.9
1019,player4,4,26.1,218.9
1020,player5,5,23.6,218.9
1021,player6,6,23.5,218.9
1022,player7,7,21.4,218.9
1023,player8,8,21.1,218.9
1024,player1,1,40.6,209.8
1025,player2,2,29.5,209.8
1026,player3,3,29.4,209.8
1027,player4,4,28.8,209.8
1028,player5,5,26.5,209.8
1029,player6,6,21.0,209.8
1030,player7,7,18.0,209.8
1031,player8,8,16.0,209.8
1032,player1,1,39.3,219.7
1033,player2,2,33.8,219.7
1034,player3,3,31.3,219.7
1035,player4,4,28.2,219.7
1036,player5,5,26.2,219.7
1037,player6,6,24.5,219.7
1038,player7,7,20.7,219.7
1039,player8,8,15.7,219.7
1040,player1,1,36.6,223.3
1041,player2,2,34.4,223.3
1042,player3,3,32.0,223.3
1043,player4,4,29.4,223.3
1044,player5,5,28.7,223.3
1045,player6,6,25.9,223.3
1046,player7,7,18.7,223.3
1047,player8,8,17.6,223.3
1048,player1,1,34.2,219.89999999999998
1049,player2,2,33.4,219.89999999999998
1050,player3,3,32.0,219.89999999999998
1051,player4,4,29.6,219.89999999999998
1052,player5,5,25.5,219.89999999999998
1053,player6,6,25.1,219.89999999999998
1054,player7,7,21.5,219.89999999999998
1055,player8,8,18.6,219.89999999999998
1056,player1,1,34.8,211.79999999999998
1057,player2,2,33.9,211.79999999999998
1058,player3,3,33.6,211.79999999999998
1059,player4,4,27.9,211.79999999999998
1060,player5,5,26.5,211.79999999999998
1061,player6,6,18.9,211.79999999999998
1062,player7,7,18.8,211.79999999999998
1063,player8,8,17.4,211.79999999999998
1064,player1,1,34.1,209.8
1065,player2,2,32.5,209.8
1066,player3,3,30.0,209.8
1067,player4,4,27.5,209.8
1068,player5,5,22.8,209.8
1069,player6,6,22.2,209.8
1070,player7,7,21.7,209.8
1071,player8,8,19.0,209.8
1072,player1,1,34.0,216.29999999999998
1073,player2,2,33.5,216.29999999999998
1074,player3,3,31.0,216.29999999999998
1075,player4,4,30.2,216.29999999999998
1076,player5,5,26.9,216.29999999999998
1077,player6,6,22.6,216.29999999999998
1078,player7,7,20.1,216.29999999999998
1079,player8,8,18.0,216.29999999999998
1080,player1,1,34.1,221.20000000000002
1081,player2,2,33.6,221.20000000000002
1082,player3,3,30.4,221.20000000000002
1083,player4,4,28.8,221.20000000000002
1084,player5,5,26.8,221.20000000000002
1085,player6,6,24.8,221.20000000000002
1086,player7,7,23.8,221.20000000000002
1087,player8,8,18.9,221.20000000000002
1088,player1,1,31.3,211.1
1089,player2,2,31.1,211.1
1090,player3,3,30.9,211.1
1091,player4,4,29.2,211.1
1092,player5,5,28.7,211.1
1093,player6,6,21.0,211.1
1094,player7,7,19.7,211.1
1095,player8,8,19.2,211.1
1096,player1,1,32.4,214.0
1097,player2,2,30.4,214.0
1098,player3,3,30.3,214.0
1099,player4,4,28.4,214.0
1100,player5,5,28.3,214.0
1101,player6,6,21.7,214.0
1102,player7,7,21.4,214.0
1103,player8,8,21.1,214.0
1104,player1,1,32.1,193.10000000000002
1105,player2,2,28.2,193.10000000000002
1106,player3,3,25.0,193.10000000000002
1107,player4,4,24.0,193.10000000000002
1108,player5,5,23.1,193.10000000000002
1109,player6,6,21.3,193.10000000000002
1110,player7,7,20.4,193.10000000000002
1111,player8,8,19.0,193.10000000000002
1112,player1,1,32.9,214.2
1113,player2,2,31.2,214.2
1114,player3,3,30.1,214.2
1115,player4,4,27.5,214.2
1116,player5,5,24.7,214.2
1117,player6,6,23.2,214.2
1118,player7,7,22.8,214.2
1119,player8,8,21.8,214.2
1120,player1,1,29.4,206.5
1121,player2,2,29.2,206.5
1122,player3,3,29.1,206.5
1123,player4,4,25.2,206.5
1124,player5,5,25.0,206.5
1125,player6,6,24.3,206.5
1126,player7,7,22.8,206.5
1127,player8,8,21.5,206.5
1128,player1,1,31.8,207.3
1129,player2,2,28.9,207.3
1130,player3,3,28.7,207.3
1131,player4,4,28.5,207.3
1132,player5,5,24.5,207.3
1133,player6,6,22.7,207.3
1134,player7,7,22.4,207.3
1135,player8,8,19.8,207.3
1136,player1,1,33.1,202.5
1137,player2,2,30.6,202.5
1138,player3,3,27.5,202.5
1139,player4,4,26.1,202.5
1140,player5,5,25.2,202.5
1141,player6,6,20.5,202.5
1142,player7,7,19.9,202.5
1143,player8,8,19.6,202.5
1144,player1,1,33.4,202.3
1145,player2,2,32.4,202.3
1146,player3,3,26.6,202.3
1147,player4,4,25.4,202.3
1148,player5,5,25.2,202.3
1149,player6,6,21.9,202.3
1150,player7,7,18.7,202.3
1151,player8,8,18.7,202.3
1152,player1,1,33.5,201.4
1153,player2,2,26.7,201.4
1154,player3,3,25.7,201.4
1155,player4,4,25.6,201.4
1156,player5,5,23.5,201.4
1157,player6,6,23.3,201.4
1158,player7,7,21.6,201.4
1159,player8,8,21.5,201.4
1160,player1,1,34.9,216.39999999999998
1161,player2,2,33.2,216.39999999999998
1162,player3,3,28.0,216.39999999999998
1163,player4,4,26.7,216.39999999999998
1164,player5,5,25.8,216.39999999999998
1165,player6,6,23.3,216.39999999999998
1166,player7,7,23.0,216.39999999999998
1167,player8,8,21.5,216.39999999999998
1168,player1,1,34.1,207.10000000000002
1169,player2,2,33.1,207.10000000000002
1170,player3,3,25.6,207.10000000000002
1171,player4,4,25.1,207.10000000000002
1172,player5,5,24.7,207.10000000000002
1173,player6,6,22.5,207.10000000000002
1174,player7,7,21.8,207.10000000000002
1175,player8,8,20.2,207.10000000000002
1176,player1,1,40.0,221.10000000000002
1177,player2,2,36.4,221.10000000000002
1178,player3,3,29.7,221.10000000000002
1179,player4,4,29.2,221.10000000000002
1180,player5,5,25.3,221.10000000000002
1181,player6,6,25.3,221.10000000000002
1182,player7,7,21.0,221.10000000000002
1183,player8,8,14.2,221.10000000000002
1184,player1,1,39.5,225.10000000000002
1185,player2,2,36.2,225.10000000000002
1186,player3,3,34.8,225.10000000000002
1187,player4,4,28.3,225.10000000000002
1188,player5,5,23.8,225.10000000000002
1189,player6,6,23.2,225.10000000000002
1190,player7,7,22.4,225.10000000000002
1191,player8,8,16.9,225.10000000000002
1192,player1,1,39.2,232.60000000000002
1193,player2,2,38.0,232.60000000000002
1194,player3,3,30.1,232.60000000000002
1195,player4,4,28.7,232.60000000000002
1196,player5,5,27.0,232.60000000000002
1197,player6,6,26.7,232.60000000000002
1198,player7,7,25.1,232.60000000000002
1199,player8,8,17.8,232.60000000000002
1200,player1,1,40.5,232.7
1201,player2,2,35.3,232.7
1202,player3,3,32.9,232.7
1203,player4,4,30.4,232.7
1204,player5,5,27.4,232.7
1205,player6,6,25.2,232.7
1206,player7,7,20.7,232.7
1207,player8,8,20.3,232.7
1208,player1,1,39.4,224.0
1209,player2,2,37.8,224.0
1210,player3,3,35.0,224.0
1211,player4,4,28.0,224.0
1212,player5,5,22.8,224.0
1213,player6,6,22.2,224.0
1214,player7,7,21.5,224.0
1215,player8,8,17.3,224.0
1216,player1,1,38.1,221.5
1217,player2,2,31.6,221.5
1218,player3,3,30.6,221.5
1219,player4,4,27.0,221.5
1220,player5,5,25.8,221.5
1221,player6,6,25.2,221.5
1222,player7,7,21.9,221.5
1223,player8,8,21.3,221.5
1224,player1,1,41.1,235.7
1225,player2,2,38.9,235.7
1226,player3,3,32.6,235.7
1227,player4,4,28.0,235.7
1228,player5,5,27.7,235.7
1229,player6,6,25.8,235.7
1230,player7,7,22.2,235.7
1231,player8,8,19.4,235.7
1232,player1,1,39.4,226.0
1233,player2,2,37.3,226.0
1234,player3,3,31.0,226.0
1235,player4,4,29.3,226.0
1236,player5,5,25.2,226.0
1237,player6,6,22.9,226.0
1238,player7,7,22.2,226.0
1239,player8,8,18.7,226.0
1240,player1,1,35.6,229.8
1241,player2,2,32.3,229.8
1242,player3,3,32.2,229.8
1243,player4,4,29.7,229.8
1244,player5,5,29.2,229.8
1245,player6,6,26.9,229.8
1246,player7,7,22.8,229.8
1247,player8,8,21.1,229.8
1248,player1,1,36.7,229.9
1249,player2,2,35.6,229.9
1250,player3,3,32.3,229.9
1251,player4,4,31.9,229.9
1252,player5,5,27.9,229.9
1253,player6,6,25.3,229.9
1254,player7,7,20.5,229.9
1255,player8,8,19.7,229.9
1256,player1,1,32.4,211.60000000000002
1257,player2,2,30.3,211.60000000000002
1258,player3,3,29.1,211.60000000000002
1259,player4,4,28.9,211.60000000000002
1260,player5,5,28.6,211.60000000000002
1261,player6,6,21.4,211.60000000000002
1262,player7,7,21.1,211.60000000000002
1263,player8,8,19.8,211.60000000000002
1264,player1,1,35.8,213.1
1265,player2,2,32.3,213.1
1266,player3,3,30.4,213.1
1267,player4,4,26.2,213.1
1268,player5,5,24.4,213.1
1269,player6,6,23.8,213.1
1270,player7,7,21.0,213.1
1271,player8,8,19.2,213.1
1272,player1,1,34.3,231.7
1273,player2,2,31.8,231.7
1274,player3,3,31.6,231.7
1275,player4,4,30.2,231.7
1276,player5,5,29.7,231.7
1277,player6,6,25.1,231.7
1278,player7,7,24.6,231.7
1279,player8,8,24.4,231.7
1280,player1,1,36.3,221.79999999999998
1281,player2,2,32.2,221.79999999999998
1282,player3,3,32.2,221.79999999999998
1283,player4,4,32.0,221.79999999999998
1284,player5,5,30.8,221.79999999999998
1285,player6,6,20.2,221.79999999999998
1286,player7,7,19.5,221.79999999999998
1287,player8,8,18.6,221.79999999999998
1288,player1,1,36.2,228.0
1289,player2,2,33.4,228.0
1290,player3,3,31.5,228.0
1291,player4,4,30.0,228.0
1292,player5,5,26.3,228.0
1293,player6,6,24.7,228.0
1294,player7,7,23.1,228.0
1295,player8,8,22.8,228.0
1296,player1,1,35.1,210.2
1297,player2,2,32.0,210.2
1298,player3,3,30.6,210.2
1299,player4,4,28.0,210.2
1300,player5,5,27.1,210.2
1301,player6,6,20.5,210.2
1302,player7,7,19.0,210.2
1303,player8,8,17.9,210.2
1304,player1,1,37.2,236.3
1305,player2,2,37.2,236.3
1306,player3,3,37.0,236.3
1307,player4,4,32.9,236.3
1308,player5,5,32.4,236.3
1309,player6,6,21.9,236.3
1310,player7,7,19.4,236.3
1311,player8,8,18.3,236.3
1312,player1,1,36.7,234.0
1313,player2,2,36.3,234.0
1314,player3,3,35.6,234.0
1315,player4,4,33.3,234.0
1316,player5,5,33.0,234.0
1317,player6,6,20.7,234.0
1318,player7,7,20.5,234.0
1319,player8,8,17.9,234.0
1320,player1,1,34.8,232.49999999999997
1321,player2,2,34.4,232.49999999999997
1322,player3,3,33.1,232.49999999999997
1323,player4,4,30.1,232.49999999999997
1324,player5,5,27.3,232.49999999999997
1325,player6,6,25.0,232.49999999999997
1326,player7,7,24.1,232.49999999999997
1327,player8,8,23.7,232.49999999999997
1328,player1,1,42.0,244.10000000000002
1329,player2,2,38.1,244.10000000000002
1330,player3,3,36.7,244.10000000000002
1331,player4,4,34.1,244.10000000000002
1332,player5,5,29.6,244.10000000000002
1333,player6,6,24.4,244.10000000000002
1334,player7,7,22.2,244.10000000000002
1335,player8,8,17.0,244.10000000000002
1336,player1,1,39.9,244.5
1337,player2,2,38.0,244.5
1338,player3,3,34.7,244.5
1339,player4,4,34.6,244.5
1340,player5,5,31.5,244.5
1341,player6,6,23.8,244.5
1342,player7,7,21.9,244.5
1343,player8,8,20.1,244.5
1344,player1,1,39.0,224.5
1345,player2,2,38.3,224.5
1346,player3,3,33.1,224.5
1347,player4,4,27.8,224.5
1348,player5,5,23.3,224.5
1349,player6,6,23.0,224.5
1350,player7,7,21.4,224.5
1351,player8,8,18.6,224.5
1352,player1,1,38.6,231.3
1353,player2,2,37.9,231.3
1354,player3,3,34.6,231.3
1355,player4,4,33.5,231.3
1356,player5,5,29.0,231.3
1357,player6,6,23.7,231.3
1358,player7,7,18.6,231.3
1359,player8,8,15.4,231.3
1360,player1,1,38.7,241.6
1361,player2,2,36.8,241.6
1362,player3,3,32.2,241.6
1363,player4,4,30.0,241.6
1364,player5,5,28.9,241.6
1365,player6,6,27.3,241.6
1366,player7,7,24.2,241.6
1367,player8,8,23.5,241.6
1368,player1,1,38.1,235.7
1369,player2,2,35.0,235.7
1370,player3,3,32.5,235.7
1371,player4,4,28.5,235.7
1372,player5,5,27.7,235.7
1373,player6,6,26.4,235.7
1374,player7,7,23.9,235.7
1375,player8,8,23.6,235.7
1376,player1,1,36.2,221.4
1377,player2,2,35.1,221.4
1378,player3,3,35.1,221.4
1379,player4,4,26.0,221.4
1380,player5,5,25.2,221.4
1381,player6,6,24.1,221.4
1382,player7,7,21.4,221.4
1383,player8,8,18.3,221.4
1384,player1,1,36.3,230.5
1385,player2,2,36.3,230.5
1386,player3,3,36.0,230.5
1387,player4,4,31.5,230.5
1388,player5,5,24.4,230.5
1389,player6,6,24.3,230.5
1390,player7,7,22.0,230.5
1391,player8,8,19.7,230.5
1392,player1,1,37.7,225.6
1393,player2,2,35.6,225.6
1394,player3,3,33.7,225.6
1395,player4,4,32.0,225.6
1396,player5,5,23.9,225.6
1397,player6,6,23.0,225.6
1398,player7,7,20.3,225.6
1399,player8,8,19.4,225.6
1400,player1,1,37.6,249.6
1401,player2,2,37.5,249.6
1402,player3,3,36.0,249.6
1403,player4,4,33.0,249.6
1404,player5,5,31.8,249.6
1405,player6,6,30.6,249.6
1406,player7,7,23.3,249.6
1407,player8,8,19.8,249.6
1408,player1,1,34.3,227.2
1409,player2,2,33.2,227.2
1410,player3,3,31.3,227.2
1411,player4,4,29.9,227.2
1412,player5,5,28.2,227.2
1413,player6,6,27.8,227.2
1414,player7,7,21.9,227.2
1415,player8,8,20.6,227.2
1416,player1,1,35.5,213.0
1417,player2,2,31.3,213.0
1418,player3,3,30.0,213.0
1419,player4,4,29.3,213.0
1420,player5,5,25.8,213.0
1421,player6,6,21.2,213.0
1422,player7,7,20.7,213.0
1423,player8,8,19.2,213.0
1424,player1,1,36.9,215.7
1425,player2,2,32.9,215.7
1426,player3,3,31.7,215.7
1427,player4,4,30.5,215.7
1428,player5,5,24.4,215.7
1429,player6,6,20.5,215.7
1430,player7,7,20.2,215.7
1431,player8,8,18.6,215.7
1432,player1,1,33.7,218.40000000000003
1433,player2,2,33.1,218.40000000000003
1434,player3,3,30.5,218.40000000000003
1435,player4,4,29.7,218.40000000000003
1436,player5,5,29.6,218.40000000000003
1437,player6,6,22.2,218.40000000000003
1438,player7,7,21.1,218.40000000000003
1439,player8,8,18.5,218.40000000000003
1440,player1,1,33.9,223.6
1441,player2,2,32.4,223.6
1442,player3,3,31.5,223.6
1443,player4,4,29.5,223.6
1444,player5,5,27.4,223.6
1445,player6,6,26.4,223.6
1446,player7,7,22.5,223.6
1447,player8,8,20.0,223.6
1448,player1,1,35.5,213.89999999999998
1449,player2,2,34.2,213.89999999999998
1450,player3,3,29.0,213.89999999999998
1451,player4,4,26.4,213.89999999999998
1452,player5,5,26.0,213.89999999999998
1453,player6,6,22.0,213.89999999999998
1454,player7,7,20.5,213.89999999999998
1455,player8,8,20.3,213.89999999999998
1456,player1,1,34.2,221.1
1457,player2,2,33.8,221.1
1458,player3,3,29.7,221.1
1459,player4,4,27.8,221.1
1460,player5,5,25.9,221.1
1461,player6,6,24.7,221.1
1462,player7,7,23.2,221.1
1463,player8,8,21.8,221.1
1464,player1,1,32.2,192.6
1465,player2,2,31.6,192.6
1466,player3,3,24.5,192.6
1467,player4,4,21.8,192.6
1468,player5,5,21.6,192.6
1469,player6,6,21.2,192.6
1470,player7,7,19.9,192.6
1471,player8,8,19.8,192.6
1472,player1,1,33.6,222.9
1473,player2,2,31.8,222.9
1474,player3,3,29.9,222.9
1475,player4,4,29.5,222.9
1476,player5,5,26.5,222.9
1477,player6,6,25.5,222.9
1478,player7,7,24.6,222.9
1479,player8,8,21.5,222.9
1480,player1,1,38.2,242.5
1481,player2,2,35.4,242.5
1482,player3,3,33.4,242.5
1483,player4,4,28.8,242.5
1484,player5,5,28.5,242.5
1485,player6,6,28.4,242.5
1486,player7,7,25.0,242.5
1487,player8,8,24.8,242.5
1488,player1,1,37.3,222.1
1489,player2,2,34.3,222.1
1490,player3,3,31.7,222.1
1491,player4,4,30.4,222.1
1492,player5,5,24.3,222.1
1493,player6,6,24.2,222.1
1494,player7,7,21.0,222.1
1495,player8,8,18.9,222.1
1496,player1,1,37.4,227.7
1497,player2,2,36.0,227.7
1498,player3,3,34.1,227.7
1499,player4,4,30.0,227.7
1500,player5,5,25.6,227.7
1501,player6,6,23.5,227.7
1502,player7,7,21.4,227.7
1503,player8,8,19.7,227.7
1504,player1,1,38.2,233.40000000000003
1505,player2,2,36.6,233.40000000000003
1506,player3,3,34.7,233.40000000000003
1507,player4,4,34.6,233.40000000000003
1508,player5,5,28.5,233.40000000000003
1509,player6,6,21.8,233.40000000000003
1510,player7,7,20.4,233.40000000000003
1511,player8,8,18.6,233.40000000000003
1512,player1,1,41.1,239.8
1513,player2,2,36.9,239.8
1514,player3,3,36.7,239.8
1515,player4,4,31.8,239.8
1516,player5,5,26.2,239.8
1517,player6,6,23.8,239.8
1518,player7,7,21.7,239.8
1519,player8,8,21.6,239.8
1520,player1,1,39.2,227.5
1521,player2,2,37.2,227.5
1522,player3,3,36.8,227.5
1523,player4,4,30.9,227.5
1524,player5,5,26.7,227.5
1525,player6,6,23.3,227.5
1526,player7,7,17.4,227.5
1527,player8,8,16.0,227.5
1528,player1,1,38.1,231.8
1529,player2,2,36.7,231.8
1530,player3,3,35.6,231.8
1531,player4,4,32.6,231.8
1532,player5,5,26.4,231.8
1533,player6,6,23.1,231.8
1534,player7,7,20.2,231.8
1535,player8,8,19.1,231.8
1536,player1,1,39.0,208.8
1537,player2,2,38.9,208.8
1538,player3,3,31.6,208.8
1539,player4,4,25.3,208.8
1540,player5,5,22.1,208.8
1541,player6,6,18.0,208.8
1542,player7,7,17.5,208.8
1543,player8,8,16.4,208.8
1544,player1,1,36.8,223.40000000000003
1545,player2,2,36.1,223.40000000000003
1546,player3,3,30.5,223.40000000000003
1547,player4,4,26.9,223.40000000000003
1548,player5,5,24.8,223.40000000000003
1549,player6,6,24.4,223.40000000000003
1550,player7,7,23.3,223.40000000000003
1551,player8,8,20.6,223.40000000000003
1552,player1,1,36.9,229.59999999999997
1553,player2,2,34.7,229.59999999999997
1554,player3,3,33.5,229.59999999999997
1555,player4,4,31.8,229.59999999999997
1556,player5,5,25.8,229.59999999999997
1557,player6,6,23.0,229.59999999999997
1558,player7,7,22.6,229.59999999999997
1559,player8,8,21.3,229.59999999999997
1560,player1,1,37.9,230.29999999999998
1561,player2,2,35.2,230.29999999999998
1562,player3,3,32.0,230.29999999999998
1563,player4,4,28.8,230.29999999999998
1564,player5,5,27.9,230.29999999999998
1565,player6,6,24.6,230.29999999999998
1566,player7,7,24.6,230.29999999999998
1567,player8,8,19.3,230.29999999999998
1568,player1,1,38.2,227.0
1569,player2,2,37.0,227.0
1570,player3,3,35.6,227.0
1571,player4,4,27.4,227.0
1572,player5,5,24.4,227.0
1573,player6,6,24.2,227.0
1574,player7,7,20.9,227.0
1575,player8,8,19.3,227.0
1576,player1,1,38.3,239.3
1577,player2,2,36.6,239.3
1578,player3,3,35.5,239.3
1579,player4,4,35.2,239.3
1580,player5,5,26.9,239.3
1581,player6,6,25.2,239.3
1582,player7,7,21.1,239.3
1583,player8,8,20.5,239.3
1584,player1,1,40.1,244.0
1585,player2,2,34.6,244.0
1586,player3,3,34.5,244.0
1587,player4,4,32.6,244.0
1588,player5,5,29.5,244.0
1589,player6,6,28.2,244.0
1590,player7,7,27.0,244.0
1591,player8,8,17.5,244.0
1592,player1,1,36.8,230.29999999999998
1593,player2,2,32.5,230.29999999999998
1594,player3,3,30.9,230.29999999999998
1595,player4,4,29.7,230.29999999999998
1596,player5,5,28.2,230.29999999999998
1597,player6,6,26.8,230.29999999999998
1598,player7,7,24.6,230.29999999999998
1599,player8,8,20.8,230.29999999999998
1600,player1,1,38.0,214.9
1601,player2,2,36.2,214.9
1602,player3,3,30.6,214.9
1603,player4,4,28.2,214.9
1604,player5,5,22.0,214.9
1605,player6,6,20.7,214.9
1606,player7,7,20.3,214.9
1607,player8,8,18.9,214.9
1608,player1,1,39.1,235.4
1609,player2,2,35.5,235.4
1610,player3,3,33.8,235.4
1611,player4,4,30.1,235.4
1612,player5,5,28.6,235.4
1613,player6,6,26.4,235.4
1614,player7,7,21.7,235.4
1615,player8,8,20.2,235.4
1616,player1,1,38.4,253.39999999999998
1617,player2,2,36.4,253.39999999999998
1618,player3,3,34.7,253.39999999999998
1619,player4,4,34.2,253.39999999999998
1620,player5,5,31.0,253.39999999999998
1621,player6,6,30.8,253.39999999999998
1622,player7,7,25.2,253.39999999999998
1623,player8,8,22.7,253.39999999999998
1624,player1,1,37.5,237.2
1625,player2,2,36.5,237.2
1626,player3,3,34.9,237.2
1627,player4,4,28.8,237.2
1628,player5,5,26.5,237.2
1629,player6,6,25.0,237.2
1630,player7,7,24.1,237.2
1631,player8,8,23.9,237.2
1632,player1,1,36.5,237.39999999999998
1633,player2,2,35.8,237.39999999999998
1634,player3,3,31.2,237.39999999999998
1635,player4,4,28.2,237.39999999999998
1636,player5,5,27.5,237.39999999999998
1637,player6,6,26.9,237.39999999999998
1638,player7,7,25.8,237.39999999999998
1639,player8,8,25.5,237.39999999999998
1640,player1,1,34.9,229.2
1641,player2,2,32.6,229.2
1642,player3,3,32.3,229.2
1643,player4,4,30.4,229.2
1644,player5,5,27.3,229.2
1645,player6,6,25.6,229.2
1646,player7,7,23.4,229.2
1647,player8,8,22.7,229.2
1648,player1,1,35.3,235.3
1649,player2,2,35.0,235.3
1650,player3,3,34.4,235.3
1651,player4,4,32.4,235.3
1652,player5,5,26.5,235.3
1653,player6,6,25.1,235.3
1654,player7,7,24.6,235.3
1655,player8,8,22.0,235.3
1656,player1,1,37.5,226.3
1657,player2,2,36.2,226.3
1658,player3,3,30.5,226.3
1659,player4,4,27.6,226.3
1660,player5,5,27.3,226.3
1661,player6,6,25.9,226.3
1662,player7,7,22.9,226.3
1663,player8,8,18.4,226.3
1664,player1,1,33.3,219.7
1665,player2,2,30.0,219.7
1666,player3,3,26.9,219.7
1667,player4,4,26.7,219.7
1668,player5,5,26.5,219.7
1669,player6,6,25.9,219.7
1670,player7,7,25.4,219.7
1671,player8,8,25.0,219.7
1672,player1,1,32.6,217.7
1673,player2,2,31.4,217.7
1674,player3,3,30.1,217.7
1675,player4,4,29.5,217.7
1676,player5,5,23.9,217.7
1677,player6,6,23.8,217.7
1678,player7,7,23.7,217.7
1679,player8,8,22.7,217.7
1680,player1,1,36.1,238.40000000000003
1681,player2,2,35.3,238.40000000000003
1682,player3,3,31.7,238.40000000000003
1683,player4,4,30.5,238.40000000000003
1684,player5,5,29.3,238.40000000000003
1685,player6,6,28.9,238.40000000000003
